book_id,goodreads_book_id,title,authors,average_rating,ratings_count,to_read_count,tag_list
4658,37737,"Fudge-a-Mania (Fudge, #4)",Judy Blume,3.99,23833,11,"to-read, elementary, humour, young-readers, from-my-childhood"
4659,11946245,"Nevermore (Maximum Ride, #8)",James Patterson,3.88,27982,73,"to-read, apocalyptic, audiobooks, best-books-ever, sequels"
4660,12540,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,4.18,19466,43,"to-read, feminism, read-in-2011, re-reads, read-in-2016"
4661,61663,Pale Blue Dot: A Vision of the Human Future in Space,"Carl Sagan, Ann Druyan",4.32,19834,111,"to-read, nature, have, shelfari-wishlist, fiction"
4662,17449417,"Simple Perfection (Rosemary Beach, #6; Perfection, #2)",Abbi Glines,4.25,35952,61,"to-read, faves, kindle-books, read-in-english, read-in-2016"
4663,64081,The Irresistible Revolution: Living as an Ordinary Radical,Shane Claiborne,4.07,18566,37,"to-read, adult, christian-spirituality, couldn-t-finish, personal-library"
4664,2251306,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School",John Medina,4.0,19172,65,"to-read, audio-books, shelfari-favorites, english, my-library"
4665,215539,"The Pilgrims of Rayne (Pendragon, #8)",D.J. MacHale,4.14,21540,26,"to-read, youth, machale, book-series, all"
4666,7347109,The Hundred-Foot Journey,Richard C. Morais,3.54,17275,84,"to-read, library-books, literature, have, foodie-fiction"
4667,8435445,Scorpia Rising (Alex Rider #9),Anthony Horowitz,4.29,23268,22,"to-read, thrillers, to-read-owned, paperback, reviewed"
4668,7150178,"Big Nate: In a Class by Himself (Big Nate Novels, #1)",Lincoln Peirce,4.16,20612,15,"to-read, contemporary-fiction, contemporary, favorite, audiobook"
4669,3474186,"Forever Princess (The Princess Diaries, #10)",Meg Cabot,4.08,28127,31,"to-read, childhood-books, princesses, completed-series, read-in-2010"
4670,519112,The Melancholy Death of Oyster Boy and Other Stories,Tim Burton,4.13,19773,26,"to-read, re-read, read-in-2013, on-my-shelf, ebook"
4671,5186,"Breath, Eyes, Memory",Edwidge Danticat,3.86,22123,48,"to-read, edwidge-danticat, female-author, realistic-fiction, usa"
4672,12395,Journey to the End of the Night,"Louis-Ferdinand Céline, Ralph Manheim, William T. Vollmann",4.25,17388,99,"to-read, my-books, want, biblioteca, frans"
4673,4527502,"The Scarecrow (Jack McEvoy, #2)",Michael Connelly,4.03,22084,24,"to-read, hardcover, mystery-thriller-suspense, mystery-detective, library-books"
4674,16130537,The Humans,Matt Haig,4.07,16955,81,"to-read, literature, audio-books, literary-fiction, favourite-books"
4675,6566616,"Crocodile Tears (Alex Rider, #8)",Anthony Horowitz,4.18,23068,16,"currently-reading, 8th-grade, re-read, completed-series, teens"
4676,3692091,1/4 جرام,Essam Youssef,4.02,15919,35,"to-read, want-to-buy, might-read, ورقي, done-reading"
4677,49158,For Women Only: What You Need to Know about the Inner Lives of Men,Shaunti Feldhahn,4.06,15385,27,"to-read, home-library, reviewed, educational, inspiration"
4678,21362,"Seize the Night (Moonlight Bay, #2)","Dean Koontz, Keith Szarabajka",4.07,21376,14,"to-read, adult-fiction, detective, contemporary, my-favorites"
4679,38568,A Quick Bite (Argeneau #1),Lynsay Sands,3.91,31557,38,"to-read, audio-book, humour, library-book, my-library"
4680,248682,"Key of Knowledge (Key Trilogy, #2)",Nora Roberts,4.09,26416,12,"to-read, nr, part-of-a-series, romance-fantasy, paranormal-fantasy"
4681,144790,"Ice Station (Shane Schofield, #1)",Matthew Reilly,4.1,20605,27,"to-read, 4-star, calibre, to-get, read-in-2012"
4682,825508,A Dangerous Fortune,Ken Follett,3.99,18219,28,"to-read, mystery-thriller, all-time-favorites, boarding-schools, fiction-general"
4683,27001,The Well of Lost Plots (Thursday Next #3),Jasper Fforde,4.09,28332,37,"to-read, scifi, reread, thursday-next-series, read-in-2010"
4684,25698,The Wealth of Nations,Adam Smith,3.87,17180,115,"economics, my-books, economics-business, abandoned, english"
4685,12872236,Canada,Richard Ford,3.49,18396,79,"to-read, realistic-fiction, e-books, read-in-2014, best-of-2012"
4686,6628,"The Big Over Easy (Nursery Crime, #1)",Jasper Fforde,3.92,24870,76,"to-read, home-library, noir, thriller, young-adult"
4687,519048,"The Seeing Stone (The Spiderwick Chronicles, #2)","Holly Black, Tony DiTerlizzi",3.87,29213,15,"to-read, fantasy-sci-fi, childrens-literature, childhood-reads, 3-stars"
4688,542389,"Stalingrad: The Fateful Siege, 1942–1943",Antony Beevor,4.29,18920,64,"to-read, history-russia, collection, want, maybe"
4689,6419566,"Beast Master, Vol. 1 (Beast Master, #1)",Kyousuke Motomi,4.21,21692,16,"to-read, manga-manhwa-manhua, read-mangas, my-manga, sequential-art"
4690,191170,"Giggle, Giggle, Quack","Doreen Cronin, Betsy Lewin",4.19,22402,6,"to-read, read-kids, series, doreen-cronin, march"
4691,1624,West with the Night,Beryl Markham,4.18,19738,73,"to-read, british, feminism, audio-books, ebooks"
4692,2475251,The Cellist of Sarajevo,Steven Galloway,4.02,20403,95,"to-read, own-it, shelfari-favorites, favorite, humanity"
4693,4066312,"Smooth Talking Stranger (Travises, #3)",Lisa Kleypas,4.17,28858,27,"to-read, read-in-2012, historical-romance, adult-fiction, 5-star"
4694,9972053,If You Ask Me (And of Course You Won't),Betty White,3.65,22405,199,"to-read, autobiography-biography, memior, adult-nonfiction, nook"
4695,31862,Discourse on Method and Meditations on First Philosophy,"René Descartes, Donald A. Cress",3.67,20522,35,"to-read, books, modern-philosophy, philosophy-of-mind, science-philosophy"
4696,5739373,"The Defector (Gabriel Allon, #9)",Daniel Silva,4.28,18927,16,"to-read, and, own-it, read-in-2016, novels"
4697,12758317,In One Person,John Irving,3.65,18561,102,"to-read, read-in-2015, audible, american-lit, american-literature"
4698,433533,"Rilla of Ingleside (Anne of Green Gables, #8)",L.M. Montgomery,4.16,29277,23,"to-read, ebook, childrens-classics, a, ebooks"
4699,68143,The Wisdom of Crowds,James Surowiecki,3.8,18457,79,"to-read, strategy, social-networks, web, pop-psych"
4700,39033,"Still Life With Crows (Pendergast, #4)","Douglas Preston, Lincoln Child",4.18,22493,15,"to-read, action-thriller, lincoln-child, calibre, reviewed"
4701,397860,The Fog,James Herbert,3.87,19322,15,"to-read, fantasy-sci-fi, books-i-have, need-to-buy, maybe"
4702,8676,Unlimited Power : The New Science Of Personal Achievement,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",4.21,18588,14,"to-read, motivational, human-development, must, psychology-self-help"
4703,7122034,"Fever Dream (Pendergast, #10)","Douglas Preston, Lincoln Child",4.09,21634,44,"to-read, novels, adult-fiction, paranormal, nook"
4704,11395597,Why Be Happy When You Could Be Normal?,Jeanette Winterson,3.94,19537,165,"to-read, books-about-books, did-not-finish, autobiographical, to-read-nonfiction"
4705,10193062,"Outpost (Razorland, #2)",Ann Aguirre,4.12,25650,45,"to-read, action-adventure, e-books, young-adult-fiction, favorite"
4706,18594409,Can't We Talk about Something More Pleasant?,Roz Chast,4.1,19118,59,"to-read, autobiographical, decline-and-death-of-parents, 2014-reads, parenting"
4707,37847,The Long Hard Road Out of Hell,"Marilyn Manson, Neil Strauss",3.88,19011,29,"to-read, arts, unfinished, to-get, 4-stars"
4708,9832370,BookRags Summary:  A Storm of Swords,BookRags,4.59,18960,18,"to-read, sword, top-rated-books, shaida, avoid"
4709,372638,"Lyle, Lyle, Crocodile",Bernard Waber,4.13,24284,13,"to-read, books-from-my-childhood, read-as-a-child, library-books, youth"
4710,10874177,"Etiquette & Espionage (Finishing School, #1)",Gail Carriger,3.79,29821,140,"to-read, arc, shapeshifters, tbr, historical-fantasy"
4711,3018539,Death With Interruptions,"José Saramago, Margaret Jull Costa",3.97,12984,49,"fiction, 21st-century, سلسلة-الجوائز, in-translation, adult-fiction"
4712,58889,"Sandry's Book (Circle of Magic, #1)",Tamora Pierce,3.99,30169,31,"to-read, read-in-2015, favorite-books, teen-fantasy, borrowed"
4713,16431,Sole Survivor,Dean Koontz,3.77,21203,32,"to-read, dean_koontz, audio-books, general-fiction, adult"
4714,27406704,Britt-Marie Was Here,"Fredrik Backman, Henning Koch, سمانه پرهیزکاری",4.07,21737,116,"to-read, 2016-books-read, bookclub, unfinished, sports"
4715,44361,Velvet Elvis: Repainting the Christian Faith,Rob Bell,3.77,18071,22,"to-read, completed, college, on-kindle, borrowed"
4716,210834,Kim,"Rudyard Kipling, Edward Said",3.72,23349,61,"to-read, classic-fiction, to-read-classics, i-own, indian"
4717,508413,"The Shunning (The Heritage of Lancaster County, #1)",Beverly  Lewis,4.13,20379,14,"to-read, book-club-books, christian-historical-fiction, christianfiction, freebie"
4718,15711341,"Written in Red (The Others, #1)",Anne Bishop,4.29,29502,111,"to-read, contemporary, recommended, scifi-fantasy, adventure"
4719,77378,The Seven-Percent Solution,Nicholas Meyer,4.14,19334,49,"mystery, suspense, detective-thriller, detective-mystery, to-read-mystery"
4720,319644,"Gregor and the Marks of Secret (Underland Chronicles, #4)",Suzanne Collins,4.21,23727,22,"to-read, chapter-books, the-underland-chronicles, talking-animals, mg"
4721,3116205,The Prodigal God: Recovering the Heart of the Christian Faith,Timothy J. Keller,4.39,20087,46,"to-read, read-again, bible-theology, christian-faith, christian-to-read"
4722,44255,Toujours Provence,Peter Mayle,4.0,21873,43,"to-read, travelogues, read-nonfiction, cooking, own-a-copy"
4723,27398,The Lost Painting,Jonathan Harr,3.71,18944,50,"to-read, must-read, italian, narrative-nonfiction, artists"
4724,16099189,The Light in the Ruins,Chris Bohjalian,3.65,20519,133,"historical-fiction, fiction-historical, read-in-2016, art-history, read-2013"
4725,13642929,My Beloved World,Sonia Sotomayor,4.03,17742,81,"to-read, my-books, current-events, adult-non-fiction, adult-nonfiction"
4726,226004,"A Deepness in the Sky (Zones of Thought, #2)",Vernor Vinge,4.32,21876,51,"to-read, 1990s, read-in-2016, books, my-library"
4727,18288,Critique of Pure Reason,"Immanuel Kant, Paul Guyer, Allen W. Wood",3.92,19521,71,"philosophy, filosofi, philosophy-books, filosofie, psychology"
4728,16298,"A Murder Is Announced (Miss Marple, #5)",Agatha Christie,3.96,25811,18,"to-read, mystery-detective, own-it, british-mystery, crime-mystery-thriller"
4729,926908,Gnomes,"Rien Poortvliet, Wil Huygen",4.01,22584,18,"to-read, funny, childhood-books, shelfari-favorites, books"
4730,153193,"Undead and Unemployed (Undead, #2)",MaryJanice Davidson,3.93,29168,25,"paranormal, vampire-books, paranormal-vampires, read-2009, adult-fiction"
4731,1305,Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,4.4,17952,45,"to-read, favorite-books, europe, classic, my-bookshelf"
4732,137098,"The Little Lady Agency (The Little Lady Agency, #1)",Hester Browne,3.74,22562,82,"to-read, read-in-2009, 21st-century, read-in-2011, love"
4733,385228,On Liberty,John Stuart Mill,3.93,19604,53,"currently-reading, libertarian, science, phil, philo"
4734,22934446,Not My Father's Son,Alan Cumming,4.0,11436,42,"to-read, 2015-reading-challenge, auto-biography, contemporary, celebrity"
4735,468070,"Nigella Express: Good Food, Fast",Nigella Lawson,3.96,20034,46,"to-read, female-authors, cookbooks-i-want, food-glorious-food, cookbook-collection"
4736,22914448,The Dead Key,D.M. Pulley,3.79,18773,29,"to-read, own-kindle, horror, own-to-read, unread"
4737,7863423,"Simply Irresistible (Lucky Harbor, #1)",Jill Shalvis,3.92,27319,54,"romance, new-adult, sexy, cute, recommended"
4738,16247792,"Gabriel's Redemption (Gabriel's Inferno, #3)",Sylvain Reynard,4.23,28331,121,"currently-reading, 4-stars, not-out-yet, 2013-release, smut"
4739,5989573,"Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe",Bryan Lee O'Malley,4.33,24936,14,"to-read, read-in-english, read-2016, library-books, bd"
4740,213233,Better: A Surgeon's Notes on Performance,Atul Gawande,4.19,17109,48,"to-read, all-time-favorites, read-in-2009, india, finished"
4741,15748335,"Leave Me Breathless (Ross Siblings, #3)",Cherrie Lynn,4.26,31188,26,"to-read, adult-fiction, favorite-books, lynn-cherrie, tattoo-artist"
4742,19095025,"Play (Stage Dive, #2)",Kylie Scott,4.33,22231,15,"to-read, hilarious, faves, audiobooks, hea"
4743,6441654,"Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality","Rebecca Housel, J. Jeremy Wisnewski, William Irwin",4.39,18027,9,"to-read, food-for-thought, blackwell-philosophy, fravot, to-read-library-none"
4744,49176,Games People Play,Eric Berne,3.81,17035,52,"to-read, ebooks, my-library, audiobook, to-read-psych"
4745,18966322,"Mitosis (The Reckoners, #1.5)",Brandon Sanderson,3.87,17250,65,"to-read, science-fiction-fantasy, books, ya-fantasy, magic"
4746,7186,La Dame aux Camélias,"Alexandre Dumas fils, David Coward",3.97,13562,16,"to-read, favorite, read-in-2016, favorite-books, novela"
4747,11942639,The Wedding Dress,Rachel Hauck,3.83,16310,48,"currently-reading, did-not-finish, read-2012, read-2015, history"
4748,206309,Fish: A Proven Way to Boost Morale and Improve Results,"Stephen C. Lundin, Harry Paul, John Christensen, Kenneth H. Blanchard",3.92,19405,17,"to-read, business-to-read, home-library, bookshelf, shelfari-favorites"
4749,49250,"D-Day, June 6, 1944: The Battle for the Normandy Beaches",Stephen E. Ambrose,4.25,17875,29,"to-read, history-to-read, want-to-read, books-i-have, didn-t-finish"
4750,7981456,A Long Walk to Water: Based on a True Story,Linda Sue Park,4.23,21593,52,"to-read, read-in-2014, read-in-2013, contemporary, audiobooks"
4751,8811139,"Light (Gone, #6)",Michael  Grant,4.4,23730,85,"favorites, young-adult-fiction, part-of-a-series, have, read-in-english"
4752,28477789,Stuck-Up Suit,"Vi Keeland, Penelope Ward",4.14,22609,20,"to-read, insta-love, angst, 3-stars, cute"
4753,189147,"To Your Scattered Bodies Go (Riverworld, #1)",Philip José Farmer,3.94,22741,49,"to-read, speculative, time-travel, classic-sf, classic-sci-fi"
4754,114132,Midnight Bayou,Nora Roberts,3.96,25476,18,"to-read, contemp-romance, my-favorites, books, novels"
4755,12967,Winter's Tale,Mark Helprin,3.5,19932,198,"to-read, recommended, fantasy-scifi, 2014-reads, want-to-read"
4756,106646,The Doomsday Conspiracy,Sidney Sheldon,3.59,17093,7,"sidney-sheldon, abandoned, ebook, supernatural, sidneysheldon"
4757,201175,"Rapture in Death (In Death, #4)","J.D. Robb, Susan Ericksen",4.26,26184,14,"to-read, 5-stars, read-in-2015, i-own, murder"
4758,161744,Common Sense,Thomas Paine,3.97,16864,48,"to-read, penguin-great-ideas, digital, great-ideas, amazon"
4759,54529,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,Adeline Yen Mah,3.88,19598,61,"to-read, autobiography-biography, abandoned, to-read-non-fiction, read-in-2012"
4760,3338544,رحلتي من الشك إلى الإيمان,مصطفى محمود,4.03,16854,48,"to-read, atheism, فكر-فلسفة, عربية, 2"
4761,13416236,"Whispers at Moonrise (Shadow Falls, #4)",C.C. Hunter,4.38,28430,31,"to-read, high-school, fantasy-paranormal, e-books, read-in-2015"
4762,7148931,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",Timothy Ferriss,3.76,15007,31,"to-read, on-kindle, tim-ferriss, read-2012, wish-list"
4763,58314,The Elementary Particles,"Michel Houellebecq, Frank Wynne",3.78,13577,20,"to-read, belletristik, finished, 1001-before-you-die, ebooks"
4764,17314410,"Beauty from Surrender (Beauty, #2)",Georgia Cates,4.13,31623,34,"to-read, read-in-2015, downloaded, kindle-unlimited, ibooks"
4765,224410,Dracula (Marvel Illustrated),"Roy Thomas, Dick Giordano, Mark D. Beazley, Bram Stoker",3.93,14660,8,"to-read, made-into-a-movie, east-central-europe, english-british-united-kingdom, favourite-horror-and-thriller"
4766,207266,"The Adventures of Captain Underpants (Captain Underpants, #1)",Dav Pilkey,3.84,22535,6,"to-read, children-s-book, middle-school, friendship, read-in-2015"
4767,13435889,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",Paul Tough,3.91,16402,105,"to-read, pedagogy, didn-t-finish, unfinished, business"
4768,149049,The Fountains of Paradise,Arthur C. Clarke,3.96,20012,71,"to-read, hard-sci-fi, have, audio, my-books"
4769,98920,The Bastard of Istanbul,Elif Shafak,3.79,14215,44,"to-read, women-writers, culture, female-authors, in-my-library"
4770,17237214,Two Boys Kissing,David Levithan,4.11,24587,70,"to-read, 2013-reads, read-in-2017, trans, lgbt-books"
4771,5171894,"The Doomsday Key (Sigma Force, #6)",James Rollins,4.16,19510,25,"currently-reading, james-rollins-sigma-force, avventura, force, historical-thriller"
4772,21726,The Ruins,Scott B. Smith,3.5,21613,28,"to-read, re-read, read-in-2016, all-time-favorites, sci-fi-fantasy"
4773,336245,"A Dangerous Path (Warriors, #5)",Erin Hunter,4.42,26126,8,"to-read, library-books, ebook, romance, favorite-series"
4774,543339,"Dances with Wolves (Dances with Wolves, #1)",Michael Blake,4.19,19133,14,"to-read, book-to-movie, must-read, maybe, narrativa"
4775,153779,"Bloodhound (Beka Cooper, #2)",Tamora Pierce,4.26,29414,49,"to-read, medieval-fantasy, favorite-series, re-reads, novels"
4776,6122735,"The Night Angel Trilogy (Night Angel, #1-3)",Brent Weeks,4.42,17523,31,"to-read, science-fiction-fantasy, did-not-finish, reviewed, on-hold"
4777,426025,A Rose for Emily and Other Stories,William Faulkner,4.06,22629,41,"to-read, reviewed, gothic-horror, shortstories, uni"
4778,5883777,The Holy Bible: English Standard Version,Anonymous,4.66,17863,5,"currently-reading, self-help, audiobooks, new-testament, old-testament"
4779,321545,"A Morbid Taste for Bones (Chronicles of Brother Cadfael, #1)",Ellis Peters,3.99,23590,45,"to-read, female-author, read-2016, read-2015, history"
4780,233389,The Lives of the Artists,"Giorgio Vasari, Julia Conway Bondanella, Peter Bondanella",3.78,18288,32,"to-read, culture, history-renaissance, michelangelo, art-etc"
4781,84139,"Unleash the Night (Dark Hunter, #8; Were-Hunter, #2)",Sherrilyn Kenyon,4.34,32491,15,"to-read, read-in-2011, books, pnr-uf, action"
